Product Name,Order Date,Demand,Moving_Average
Field & Stream Sportsman 16 Gun Fire Safe,06-12-2016,20,16.66666667
Field & Stream Sportsman 16 Gun Fire Safe,07-12-2016,17,17
Field & Stream Sportsman 16 Gun Fire Safe,08-12-2016,12,16.33333333
Field & Stream Sportsman 16 Gun Fire Safe,09-12-2016,14,14.33333333
Field & Stream Sportsman 16 Gun Fire Safe,10-12-2016,14,13.33333333
Field & Stream Sportsman 16 Gun Fire Safe,11-12-2016,16,14.66666667
Field & Stream Sportsman 16 Gun Fire Safe,12-12-2016,13,14.33333333
Field & Stream Sportsman 16 Gun Fire Safe,01-01-2017,13,14
Field & Stream Sportsman 16 Gun Fire Safe,02-01-2017,16,14
Field & Stream Sportsman 16 Gun Fire Safe,03-01-2017,10,13
Field & Stream Sportsman 16 Gun Fire Safe,04-01-2017,23,16.33333333
Field & Stream Sportsman 16 Gun Fire Safe,05-01-2017,13,15.33333333
Field & Stream Sportsman 16 Gun Fire Safe,06-01-2017,10,15.33333333
Field & Stream Sportsman 16 Gun Fire Safe,07-01-2017,19,14
Field & Stream Sportsman 16 Gun Fire Safe,08-01-2017,21,16.66666667
Field & Stream Sportsman 16 Gun Fire Safe,09-01-2017,12,17.33333333
Field & Stream Sportsman 16 Gun Fire Safe,10-01-2017,18,17
Field & Stream Sportsman 16 Gun Fire Safe,11-01-2017,21,17
Field & Stream Sportsman 16 Gun Fire Safe,12-01-2017,15,18
Field & Stream Sportsman 16 Gun Fire Safe,01-02-2017,20,18.66666667
Field & Stream Sportsman 16 Gun Fire Safe,02-02-2017,21,18.66666667
Field & Stream Sportsman 16 Gun Fire Safe,03-02-2017,19,20
Field & Stream Sportsman 16 Gun Fire Safe,04-02-2017,22,20.66666667
Field & Stream Sportsman 16 Gun Fire Safe,05-02-2017,20,20.33333333
Field & Stream Sportsman 16 Gun Fire Safe,06-02-2017,23,21.66666667
Field & Stream Sportsman 16 Gun Fire Safe,07-02-2017,21,21.33333333
Field & Stream Sportsman 16 Gun Fire Safe,08-02-2017,19,21
Field & Stream Sportsman 16 Gun Fire Safe,09-02-2017,19,19.66666667
Field & Stream Sportsman 16 Gun Fire Safe,10-02-2017,16,18
Field & Stream Sportsman 16 Gun Fire Safe,11-02-2017,19,18
Field & Stream Sportsman 16 Gun Fire Safe,12-02-2017,16,17
Field & Stream Sportsman 16 Gun Fire Safe,01-03-2017,17,17.33333333
Field & Stream Sportsman 16 Gun Fire Safe,02-03-2017,17,16.66666667
Field & Stream Sportsman 16 Gun Fire Safe,03-03-2017,21,18.33333333
Field & Stream Sportsman 16 Gun Fire Safe,04-03-2017,17,18.33333333
Field & Stream Sportsman 16 Gun Fire Safe,05-03-2017,14,17.33333333
Field & Stream Sportsman 16 Gun Fire Safe,06-03-2017,15,15.33333333
Field & Stream Sportsman 16 Gun Fire Safe,07-03-2017,12,13.66666667
Field & Stream Sportsman 16 Gun Fire Safe,08-03-2017,21,16
Field & Stream Sportsman 16 Gun Fire Safe,09-03-2017,24,19
Field & Stream Sportsman 16 Gun Fire Safe,10-03-2017,17,20.66666667
Field & Stream Sportsman 16 Gun Fire Safe,11-03-2017,12,17.66666667
Field & Stream Sportsman 16 Gun Fire Safe,12-03-2017,19,16
Field & Stream Sportsman 16 Gun Fire Safe,01-04-2017,20,17
Field & Stream Sportsman 16 Gun Fire Safe,02-04-2017,14,17.66666667
Field & Stream Sportsman 16 Gun Fire Safe,03-04-2017,18,17.33333333
Field & Stream Sportsman 16 Gun Fire Safe,04-04-2017,21,17.66666667
Field & Stream Sportsman 16 Gun Fire Safe,05-04-2017,16,18.33333333
Field & Stream Sportsman 16 Gun Fire Safe,06-04-2017,13,16.66666667
Field & Stream Sportsman 16 Gun Fire Safe,07-04-2017,22,17
Field & Stream Sportsman 16 Gun Fire Safe,08-04-2017,20,18.33333333
Field & Stream Sportsman 16 Gun Fire Safe,09-04-2017,16,19.33333333
Field & Stream Sportsman 16 Gun Fire Safe,10-04-2017,19,18.33333333
Field & Stream Sportsman 16 Gun Fire Safe,11-04-2017,18,17.66666667
Field & Stream Sportsman 16 Gun Fire Safe,12-04-2017,24,20.33333333
Field & Stream Sportsman 16 Gun Fire Safe,01-05-2017,20,20.66666667
Field & Stream Sportsman 16 Gun Fire Safe,02-05-2017,22,22
Field & Stream Sportsman 16 Gun Fire Safe,03-05-2017,19,20.33333333
Field & Stream Sportsman 16 Gun Fire Safe,04-05-2017,15,18.66666667
Field & Stream Sportsman 16 Gun Fire Safe,05-05-2017,22,18.66666667
Field & Stream Sportsman 16 Gun Fire Safe,06-05-2017,11,16
Field & Stream Sportsman 16 Gun Fire Safe,07-05-2017,19,17.33333333
Field & Stream Sportsman 16 Gun Fire Safe,08-05-2017,18,16
Field & Stream Sportsman 16 Gun Fire Safe,09-05-2017,17,18
Field & Stream Sportsman 16 Gun Fire Safe,10-05-2017,14,16.33333333
Field & Stream Sportsman 16 Gun Fire Safe,11-05-2017,10,13.66666667
Field & Stream Sportsman 16 Gun Fire Safe,12-05-2017,19,14.33333333
Field & Stream Sportsman 16 Gun Fire Safe,01-06-2017,24,17.66666667
Field & Stream Sportsman 16 Gun Fire Safe,02-06-2017,12,18.33333333
Field & Stream Sportsman 16 Gun Fire Safe,03-06-2017,13,16.33333333
Field & Stream Sportsman 16 Gun Fire Safe,04-06-2017,13,12.66666667
Field & Stream Sportsman 16 Gun Fire Safe,05-06-2017,12,12.66666667
Field & Stream Sportsman 16 Gun Fire Safe,06-06-2017,20,15
Field & Stream Sportsman 16 Gun Fire Safe,07-06-2017,14,15.33333333
Field & Stream Sportsman 16 Gun Fire Safe,08-06-2017,16,16.66666667
Field & Stream Sportsman 16 Gun Fire Safe,09-06-2017,18,16
Field & Stream Sportsman 16 Gun Fire Safe,10-06-2017,18,17.33333333
Field & Stream Sportsman 16 Gun Fire Safe,11-06-2017,14,16.66666667
Field & Stream Sportsman 16 Gun Fire Safe,12-06-2017,19,17
Field & Stream Sportsman 16 Gun Fire Safe,01-07-2017,21,18
Field & Stream Sportsman 16 Gun Fire Safe,02-07-2017,22,20.66666667
Field & Stream Sportsman 16 Gun Fire Safe,03-07-2017,17,20
Field & Stream Sportsman 16 Gun Fire Safe,04-07-2017,17,18.66666667
Field & Stream Sportsman 16 Gun Fire Safe,05-07-2017,20,18
Field & Stream Sportsman 16 Gun Fire Safe,06-07-2017,16,17.66666667
Field & Stream Sportsman 16 Gun Fire Safe,07-07-2017,23,19.66666667
Field & Stream Sportsman 16 Gun Fire Safe,08-07-2017,15,18
Field & Stream Sportsman 16 Gun Fire Safe,09-07-2017,16,18
Field & Stream Sportsman 16 Gun Fire Safe,10-07-2017,14,15
Field & Stream Sportsman 16 Gun Fire Safe,11-07-2017,19,16.33333333
Field & Stream Sportsman 16 Gun Fire Safe,12-07-2017,13,15.33333333
Field & Stream Sportsman 16 Gun Fire Safe,01-08-2017,17,16.33333333
Field & Stream Sportsman 16 Gun Fire Safe,02-08-2017,14,14.66666667
Field & Stream Sportsman 16 Gun Fire Safe,03-08-2017,14,15
Field & Stream Sportsman 16 Gun Fire Safe,04-08-2017,19,15.66666667
Field & Stream Sportsman 16 Gun Fire Safe,05-08-2017,9,14
Field & Stream Sportsman 16 Gun Fire Safe,06-08-2017,16,14.66666667
Field & Stream Sportsman 16 Gun Fire Safe,07-08-2017,17,14
Field & Stream Sportsman 16 Gun Fire Safe,08-08-2017,23,18.66666667
Field & Stream Sportsman 16 Gun Fire Safe,09-08-2017,15,18.33333333
Field & Stream Sportsman 16 Gun Fire Safe,10-08-2017,22,20
Field & Stream Sportsman 16 Gun Fire Safe,11-08-2017,21,19.33333333
Field & Stream Sportsman 16 Gun Fire Safe,12-08-2017,14,19
Field & Stream Sportsman 16 Gun Fire Safe,01-09-2017,15,16.66666667
Field & Stream Sportsman 16 Gun Fire Safe,02-09-2017,12,13.66666667
Field & Stream Sportsman 16 Gun Fire Safe,03-09-2017,18,15
Field & Stream Sportsman 16 Gun Fire Safe,04-09-2017,17,15.66666667
Field & Stream Sportsman 16 Gun Fire Safe,05-09-2017,18,17.66666667
Field & Stream Sportsman 16 Gun Fire Safe,06-09-2017,16,17
Field & Stream Sportsman 16 Gun Fire Safe,07-09-2017,13,15.66666667
Field & Stream Sportsman 16 Gun Fire Safe,08-09-2017,12,13.66666667
Field & Stream Sportsman 16 Gun Fire Safe,09-09-2017,16,13.66666667
Field & Stream Sportsman 16 Gun Fire Safe,10-09-2017,22,16.66666667
Field & Stream Sportsman 16 Gun Fire Safe,11-09-2017,26,21.33333333
Field & Stream Sportsman 16 Gun Fire Safe,12-09-2017,27,25
Field & Stream Sportsman 16 Gun Fire Safe,01-10-2017,14,22.33333333
Field & Stream Sportsman 16 Gun Fire Safe,02-10-2017,3,14.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,17,11.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,17,12.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,25,19.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,14,18.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,23,20.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,12,16.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,15,16.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,18,15
Field & Stream Sportsman 16 Gun Fire Safe,,12,15
Field & Stream Sportsman 16 Gun Fire Safe,,20,16.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,13,15
Field & Stream Sportsman 16 Gun Fire Safe,,11,14.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,19,14.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,27,19
Field & Stream Sportsman 16 Gun Fire Safe,,16,20.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,10,17.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,24,16.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,19,17.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,14,19
Field & Stream Sportsman 16 Gun Fire Safe,,23,18.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,18,18.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,20,20.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,14,17.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,17,17
Field & Stream Sportsman 16 Gun Fire Safe,,16,15.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,15,16
Field & Stream Sportsman 16 Gun Fire Safe,,17,16
Field & Stream Sportsman 16 Gun Fire Safe,,11,14.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,16,14.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,17,14.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,20,17.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,16,17.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,20,18.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,18,18
Field & Stream Sportsman 16 Gun Fire Safe,,20,19.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,14,17.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,19,17.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,22,18.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,18,19.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,23,21
Field & Stream Sportsman 16 Gun Fire Safe,,18,19.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,18,19.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,23,19.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,19,20
Field & Stream Sportsman 16 Gun Fire Safe,,13,18.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,17,16.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,14,14.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,14,15
Field & Stream Sportsman 16 Gun Fire Safe,,13,13.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,11,12.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,14,12.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,17,14
Field & Stream Sportsman 16 Gun Fire Safe,,28,19.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,22,22.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,15,21.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,10,15.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,22,15.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,15,15.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,18,18.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,16,16.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,10,14.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,12,12.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,15,12.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,15,14
Field & Stream Sportsman 16 Gun Fire Safe,,15,15
Field & Stream Sportsman 16 Gun Fire Safe,,16,15.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,13,14.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,17,15.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,19,16.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,9,15
Field & Stream Sportsman 16 Gun Fire Safe,,16,14.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,15,13.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,10,13.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,19,14.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,12,13.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,14,15
Field & Stream Sportsman 16 Gun Fire Safe,,16,14
Field & Stream Sportsman 16 Gun Fire Safe,,18,16
Field & Stream Sportsman 16 Gun Fire Safe,,22,18.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,25,21.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,17,21.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,17,19.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,18,17.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,14,16.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,19,17
Field & Stream Sportsman 16 Gun Fire Safe,,11,14.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,14,14.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,26,17
Field & Stream Sportsman 16 Gun Fire Safe,,24,21.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,28,26
Field & Stream Sportsman 16 Gun Fire Safe,,20,24
Field & Stream Sportsman 16 Gun Fire Safe,,18,22
Field & Stream Sportsman 16 Gun Fire Safe,,17,18.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,8,14.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,13,12.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,15,12
Field & Stream Sportsman 16 Gun Fire Safe,,22,16.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,16,17.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,13,17
Field & Stream Sportsman 16 Gun Fire Safe,,16,15
Field & Stream Sportsman 16 Gun Fire Safe,,17,15.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,18,17
Field & Stream Sportsman 16 Gun Fire Safe,,19,18
Field & Stream Sportsman 16 Gun Fire Safe,,24,20.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,16,19.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,18,19.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,12,15.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,9,13
Field & Stream Sportsman 16 Gun Fire Safe,,15,12
Field & Stream Sportsman 16 Gun Fire Safe,,11,11.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,16,14
Field & Stream Sportsman 16 Gun Fire Safe,,16,14.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,11,14.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,10,12.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,16,12.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,23,16.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,14,17.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,15,17.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,17,15.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,20,17.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,17,18
Field & Stream Sportsman 16 Gun Fire Safe,,14,17
Field & Stream Sportsman 16 Gun Fire Safe,,18,16.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,15,15.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,21,18
Field & Stream Sportsman 16 Gun Fire Safe,,24,20
Field & Stream Sportsman 16 Gun Fire Safe,,19,21.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,19,20.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,21,19.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,13,17.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,16,16.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,19,16
Field & Stream Sportsman 16 Gun Fire Safe,,14,16.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,18,17
Field & Stream Sportsman 16 Gun Fire Safe,,14,15.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,18,16.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,25,19
Field & Stream Sportsman 16 Gun Fire Safe,,12,18.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,11,16
Field & Stream Sportsman 16 Gun Fire Safe,,14,12.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,13,12.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,12,13
Field & Stream Sportsman 16 Gun Fire Safe,,22,15.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,25,19.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,18,21.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,19,20.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,16,17.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,18,17.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,11,15
Field & Stream Sportsman 16 Gun Fire Safe,,17,15.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,15,14.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,20,17.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,22,19
Field & Stream Sportsman 16 Gun Fire Safe,,20,20.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,14,18.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,19,17.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,15,16
Field & Stream Sportsman 16 Gun Fire Safe,,16,16.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,16,15.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,17,16.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,20,17.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,24,20.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,21,21.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,17,20.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,18,18.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,18,17.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,16,17.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,15,16.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,22,17.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,15,17.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,18,18.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,20,17.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,17,18.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,12,16.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,14,14.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,12,12.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,21,15.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,19,17.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,16,18.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,14,16.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,8,12.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,24,15.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,22,18
Field & Stream Sportsman 16 Gun Fire Safe,,29,25
Field & Stream Sportsman 16 Gun Fire Safe,,17,22.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,11,19
Field & Stream Sportsman 16 Gun Fire Safe,,15,14.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,14,13.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,15,14.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,18,15.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,18,17
Field & Stream Sportsman 16 Gun Fire Safe,,18,18
Field & Stream Sportsman 16 Gun Fire Safe,,11,15.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,22,17
Field & Stream Sportsman 16 Gun Fire Safe,,14,15.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,16,17.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,27,19
Field & Stream Sportsman 16 Gun Fire Safe,,17,20
Field & Stream Sportsman 16 Gun Fire Safe,,16,20
Field & Stream Sportsman 16 Gun Fire Safe,,14,15.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,24,18
Field & Stream Sportsman 16 Gun Fire Safe,,28,22
Field & Stream Sportsman 16 Gun Fire Safe,,20,24
Field & Stream Sportsman 16 Gun Fire Safe,,13,20.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,13,15.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,15,13.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,15,14.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,17,15.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,18,16.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,13,16
Field & Stream Sportsman 16 Gun Fire Safe,,15,15.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,13,13.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,16,14.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,17,15.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,20,17.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,19,18.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,19,19.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,12,16.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,15,15.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,25,17.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,27,22.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,24,25.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,8,19.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,10,14
Field & Stream Sportsman 16 Gun Fire Safe,,25,14.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,8,14.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,10,14.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,15,11
Field & Stream Sportsman 16 Gun Fire Safe,,20,15
Field & Stream Sportsman 16 Gun Fire Safe,,14,16.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,17,17
Field & Stream Sportsman 16 Gun Fire Safe,,20,17
Field & Stream Sportsman 16 Gun Fire Safe,,25,20.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,12,19
Field & Stream Sportsman 16 Gun Fire Safe,,21,19.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,22,18.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,17,20
Field & Stream Sportsman 16 Gun Fire Safe,,18,19
Field & Stream Sportsman 16 Gun Fire Safe,,11,15.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,16,15
Field & Stream Sportsman 16 Gun Fire Safe,,21,16
Field & Stream Sportsman 16 Gun Fire Safe,,17,18
Field & Stream Sportsman 16 Gun Fire Safe,,18,18.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,16,17
Field & Stream Sportsman 16 Gun Fire Safe,,12,15.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,20,16
Field & Stream Sportsman 16 Gun Fire Safe,,12,14.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,12,14.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,19,14.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,18,16.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,21,19.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,24,21
Field & Stream Sportsman 16 Gun Fire Safe,,20,21.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,13,19
Field & Stream Sportsman 16 Gun Fire Safe,,19,17.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,19,17
Field & Stream Sportsman 16 Gun Fire Safe,,13,17
Field & Stream Sportsman 16 Gun Fire Safe,,18,16.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,23,18
Field & Stream Sportsman 16 Gun Fire Safe,,9,16.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,25,19
Field & Stream Sportsman 16 Gun Fire Safe,,12,15.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,12,16.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,22,15.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,13,15.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,20,18.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,15,16
Field & Stream Sportsman 16 Gun Fire Safe,,14,16.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,15,14.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,23,17.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,14,17.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,12,16.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,12,12.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,20,14.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,14,15.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,16,16.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,17,15.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,22,18.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,15,18
Field & Stream Sportsman 16 Gun Fire Safe,,22,19.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,19,18.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,15,18.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,17,17
Field & Stream Sportsman 16 Gun Fire Safe,,25,19
Field & Stream Sportsman 16 Gun Fire Safe,,8,16.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,20,17.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,12,13.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,22,18
Field & Stream Sportsman 16 Gun Fire Safe,,13,15.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,13,16
Field & Stream Sportsman 16 Gun Fire Safe,,16,14
Field & Stream Sportsman 16 Gun Fire Safe,,17,15.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,14,15.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,10,13.66666667
Field & Stream Sportsman 16 Gun Fire Safe,,15,13
Field & Stream Sportsman 16 Gun Fire Safe,,18,14.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,18,17
Field & Stream Sportsman 16 Gun Fire Safe,,21,19
Field & Stream Sportsman 16 Gun Fire Safe,,19,19.33333333
Field & Stream Sportsman 16 Gun Fire Safe,,24,21.33333333
