CustomerID,CustomerName,recency,frequency,monetary,segment_label
C2125,"Customer C2125",708,1,2303.219970703125,"At Risk (High Value)"
C3190,"Customer C3190",321,1,135.94000244140625,Potential/Standard
C4896,"Customer C4896",841,1,1666.1099853515625,Churned/Lost
C5037,"Customer C5037",59,1,41,Potential/Standard
C7760,"Customer C7760",459,1,333.1600036621094,Churned/Lost
C7989,"Customer C7989",119,1,1248.6600341796875,Potential/Standard
C8121,"Customer C8121",807,1,520.9500122070312,Churned/Lost
C7185,"Customer C7185",339,1,1550.18994140625,Potential/Standard
C6442,"Customer C6442",261,1,264.92999267578125,Potential/Standard
C3732,"Customer C3732",645,1,2033.1500244140625,"At Risk (High Value)"
C4082,"Customer C4082",377,1,1595.7900390625,Churned/Lost
C9524,"Customer C9524",345,1,3511.5,"At Risk (High Value)"
C9958,"Customer C9958",382,1,218.83999633789062,Churned/Lost
C1036,"Customer C1036",619,2,1013.0699768066406,Churned/Lost
C9702,"Customer C9702",461,1,1418.199951171875,Churned/Lost
C8406,"Customer C8406",402,1,600.4000244140625,Churned/Lost
C7673,"Customer C7673",199,1,319,Potential/Standard
C2860,"Customer C2860",804,1,1951.43994140625,Churned/Lost
C7108,"Customer C7108",93,1,1242.0799560546875,Potential/Standard
C5298,"Customer C5298",649,1,3915.60009765625,"At Risk (High Value)"
C7523,"Customer C7523",628,1,2270.1298828125,"At Risk (High Value)"
C6372,"Customer C6372",98,1,3254.949951171875,Potential/Standard
C6156,"Customer C6156",460,1,2320.080078125,"At Risk (High Value)"
C4169,"Customer C4169",300,2,1657.8899536132812,Potential/Standard
C9957,"Customer C9957",717,1,1416.699951171875,Churned/Lost
C4648,"Customer C4648",528,1,1493.489990234375,Churned/Lost
C4859,"Customer C4859",855,1,402.3999938964844,Churned/Lost
C9037,"Customer C9037",225,1,2537.5,"At Risk (High Value)"
C7621,"Customer C7621",510,1,1341.280029296875,Churned/Lost
C9034,"Customer C9034",200,1,569.260009765625,Potential/Standard
C6584,"Customer C6584",540,1,656.2000122070312,Churned/Lost
C2696,"Customer C2696",802,1,2538,"At Risk (High Value)"
C6170,"Customer C6170",604,1,3207.199951171875,"At Risk (High Value)"
C5535,"Customer C5535",269,1,157.36000061035156,Potential/Standard
C3960,"Customer C3960",759,1,1180.43994140625,Churned/Lost
C4333,"Customer C4333",442,1,348.0899963378906,Churned/Lost
C9581,"Customer C9581",75,1,2949.199951171875,Potential/Standard
C1765,"Customer C1765",194,1,1649.3399658203125,Potential/Standard
C8796,"Customer C8796",853,1,752.760009765625,Churned/Lost
C7799,"Customer C7799",612,1,1591.6500244140625,Churned/Lost
C1587,"Customer C1587",681,1,1754.219970703125,Churned/Lost
C3056,"Customer C3056",356,1,184.5,Potential/Standard
C7457,"Customer C7457",338,1,4442.22021484375,"At Risk (High Value)"
C4413,"Customer C4413",558,1,1142.3599853515625,Churned/Lost
C7999,"Customer C7999",346,1,1606.6500244140625,Potential/Standard
C6627,"Customer C6627",519,1,1257.050048828125,Churned/Lost
C4690,"Customer C4690",98,1,1169.0400390625,Potential/Standard
C8727,"Customer C8727",864,1,1731.3900146484375,Churned/Lost
C7462,"Customer C7462",415,1,2477.320068359375,"At Risk (High Value)"
C1296,"Customer C1296",610,1,2392.47998046875,"At Risk (High Value)"
C8751,"Customer C8751",877,1,3228,"At Risk (High Value)"
C6278,"Customer C6278",52,1,2833.800048828125,Potential/Standard
C5514,"Customer C5514",663,1,608.4400024414062,Churned/Lost
C5504,"Customer C5504",609,1,376.0199890136719,Churned/Lost
C2865,"Customer C2865",55,1,2134.43994140625,Potential/Standard
C3364,"Customer C3364",730,2,4103.43994140625,"At Risk (High Value)"
C4755,"Customer C4755",576,1,55.880001068115234,Churned/Lost
C4013,"Customer C4013",516,1,1747.550048828125,Churned/Lost
C6614,"Customer C6614",191,1,188.6999969482422,Potential/Standard
C5482,"Customer C5482",56,1,2290.8798828125,Potential/Standard
C3677,"Customer C3677",197,1,3071.60009765625,"At Risk (High Value)"
C5933,"Customer C5933",203,1,1209.3900146484375,Potential/Standard
C5348,"Customer C5348",314,1,3206.139892578125,"At Risk (High Value)"
C1470,"Customer C1470",195,1,40.959999084472656,Potential/Standard
C4479,"Customer C4479",9,1,165.94000244140625,Potential/Standard
C2379,"Customer C2379",369,1,211.3000030517578,Churned/Lost
C2401,"Customer C2401",78,1,1034,Potential/Standard
C6079,"Customer C6079",646,1,703.260009765625,Churned/Lost
C3498,"Customer C3498",428,1,461.8500061035156,Churned/Lost
C8741,"Customer C8741",273,2,1714.1399841308594,Potential/Standard
C4069,"Customer C4069",380,2,6500.469970703125,"At Risk (High Value)"
C4451,"Customer C4451",19,1,3821.85009765625,Potential/Standard
C7544,"Customer C7544",197,1,4093.60009765625,"At Risk (High Value)"
C7004,"Customer C7004",380,1,2244.64990234375,"At Risk (High Value)"
C4822,"Customer C4822",556,1,2292.760009765625,"At Risk (High Value)"
C6424,"Customer C6424",52,2,4093.100088119507,Potential/Standard
C2011,"Customer C2011",24,2,807.3900299072266,Potential/Standard
C1482,"Customer C1482",588,1,1141.5,Churned/Lost
C9229,"Customer C9229",485,1,1072.3499755859375,Churned/Lost
C6441,"Customer C6441",118,1,4394.9599609375,Potential/Standard
C5066,"Customer C5066",401,1,511.82000732421875,Churned/Lost
C8642,"Customer C8642",800,1,1341.760009765625,Churned/Lost
C7510,"Customer C7510",48,1,47.65999984741211,Potential/Standard
C5975,"Customer C5975",131,1,4678.64013671875,Potential/Standard
C2406,"Customer C2406",490,1,1887.1800537109375,Churned/Lost
C9248,"Customer C9248",622,1,3471.06005859375,"At Risk (High Value)"
C2232,"Customer C2232",636,1,4946.47998046875,"At Risk (High Value)"
C3932,"Customer C3932",264,1,458.6600036621094,Potential/Standard
C2191,"Customer C2191",196,1,2376.360107421875,"At Risk (High Value)"
C4901,"Customer C4901",8,1,1999.1300048828125,Potential/Standard
C5830,"Customer C5830",221,1,4719.43994140625,"At Risk (High Value)"
C7526,"Customer C7526",176,1,85.22000122070312,Potential/Standard
C6632,"Customer C6632",799,1,358.6499938964844,Churned/Lost
C4118,"Customer C4118",230,2,2269.5400390625,"At Risk (High Value)"
C7661,"Customer C7661",722,1,3924.760009765625,"At Risk (High Value)"
C6873,"Customer C6873",178,1,12.699999809265137,Potential/Standard
C1570,"Customer C1570",217,1,2465.889892578125,"At Risk (High Value)"
C3533,"Customer C3533",888,1,50.029998779296875,Churned/Lost
C9318,"Customer C9318",28,1,3651,Potential/Standard
C7243,"Customer C7243",201,1,624.7999877929688,Potential/Standard
C2378,"Customer C2378",690,2,3303.860107421875,"At Risk (High Value)"
C4604,"Customer C4604",1,1,1268.52001953125,Potential/Standard
C2969,"Customer C2969",142,1,42.47999954223633,Potential/Standard
C1544,"Customer C1544",588,1,4549.68017578125,"At Risk (High Value)"
C5779,"Customer C5779",663,1,963.4000244140625,Churned/Lost
C9206,"Customer C9206",435,1,782.1199951171875,Churned/Lost
C7331,"Customer C7331",454,1,724.6500244140625,Churned/Lost
C4370,"Customer C4370",236,1,4112.35986328125,"At Risk (High Value)"
C4980,"Customer C4980",216,1,4134.16015625,"At Risk (High Value)"
C7617,"Customer C7617",142,1,485.6000061035156,Potential/Standard
C5265,"Customer C5265",365,1,1042.239990234375,Potential/Standard
C4790,"Customer C4790",107,2,3244.1201171875,Potential/Standard
C3579,"Customer C3579",103,1,2112.199951171875,Potential/Standard
C3663,"Customer C3663",279,1,698.7999877929688,Potential/Standard
C9000,"Customer C9000",240,1,429.20001220703125,Potential/Standard
C5617,"Customer C5617",104,1,1821.6800537109375,Potential/Standard
C1030,"Customer C1030",720,1,1710.449951171875,Churned/Lost
C5417,"Customer C5417",434,1,856.719970703125,Churned/Lost
C1334,"Customer C1334",265,1,4344.47998046875,"At Risk (High Value)"
C4231,"Customer C4231",647,1,1021.5999755859375,Churned/Lost
C7830,"Customer C7830",182,1,1492.3199462890625,Potential/Standard
C5571,"Customer C5571",519,1,2025.780029296875,"At Risk (High Value)"
C7250,"Customer C7250",242,1,1321.8399658203125,Potential/Standard
C1694,"Customer C1694",169,1,5406.47998046875,Potential/Standard
C8327,"Customer C8327",111,1,4234.43994140625,Potential/Standard
C2471,"Customer C2471",298,1,5274,"At Risk (High Value)"
C8263,"Customer C8263",595,1,124.70999908447266,Churned/Lost
C8851,"Customer C8851",488,1,4624.47998046875,"At Risk (High Value)"
C3555,"Customer C3555",215,1,165.4499969482422,Potential/Standard
C3759,"Customer C3759",324,1,4233.60009765625,"At Risk (High Value)"
C2461,"Customer C2461",349,1,2249.550048828125,"At Risk (High Value)"
C3383,"Customer C3383",132,1,1954.8499755859375,Potential/Standard
C1517,"Customer C1517",484,2,4994.85009765625,"At Risk (High Value)"
C9130,"Customer C9130",781,1,933,Churned/Lost
C5091,"Customer C5091",183,1,3117.43994140625,"At Risk (High Value)"
C4311,"Customer C4311",232,1,3146.239990234375,"At Risk (High Value)"
C2228,"Customer C2228",123,1,3110.639892578125,Potential/Standard
C1113,"Customer C1113",113,1,4973.2001953125,Potential/Standard
C9614,"Customer C9614",61,2,6975.050048828125,Potential/Standard
C8292,"Customer C8292",87,1,373.32000732421875,Potential/Standard
C1325,"Customer C1325",119,1,2356.9599609375,Potential/Standard
C7413,"Customer C7413",185,1,238.0800018310547,Potential/Standard
C6218,"Customer C6218",387,1,5236.14013671875,"At Risk (High Value)"
C1200,"Customer C1200",439,1,1574.280029296875,Churned/Lost
C5204,"Customer C5204",465,1,6379.68017578125,"At Risk (High Value)"
C2823,"Customer C2823",543,1,561.3300170898438,Churned/Lost
C3217,"Customer C3217",701,1,5297.9501953125,"At Risk (High Value)"
C1362,"Customer C1362",143,1,2930.10009765625,Potential/Standard
C9739,"Customer C9739",12,1,1568.52001953125,Potential/Standard
C6029,"Customer C6029",243,1,2060.10009765625,"At Risk (High Value)"
C7231,"Customer C7231",358,1,127.54000091552734,Potential/Standard
C2930,"Customer C2930",213,1,674.9099731445312,Potential/Standard
C1391,"Customer C1391",204,1,1645.4000244140625,Potential/Standard
C2102,"Customer C2102",468,1,237.1999969482422,Churned/Lost
C2945,"Customer C2945",753,1,3015.8798828125,"At Risk (High Value)"
C4597,"Customer C4597",753,1,2947.0400390625,"At Risk (High Value)"
C9636,"Customer C9636",7,1,767.6900024414062,Potential/Standard
C5185,"Customer C5185",906,1,228.77999877929688,Churned/Lost
C5039,"Customer C5039",181,1,2118.659912109375,"At Risk (High Value)"
C4979,"Customer C4979",180,1,3055.199951171875,Potential/Standard
C7052,"Customer C7052",42,1,1661.0999755859375,Potential/Standard
C8507,"Customer C8507",607,2,5539.8798828125,"At Risk (High Value)"
C3679,"Customer C3679",904,1,947.6400146484375,Churned/Lost
C8869,"Customer C8869",243,1,1427.5799560546875,Potential/Standard
C7298,"Customer C7298",745,1,464.3800048828125,Churned/Lost
C1301,"Customer C1301",521,1,4105.27978515625,"At Risk (High Value)"
C4465,"Customer C4465",611,1,2176,"At Risk (High Value)"
C1326,"Customer C1326",780,1,3257.93994140625,"At Risk (High Value)"
C8555,"Customer C8555",445,1,49.02000045776367,Churned/Lost
C2443,"Customer C2443",331,1,6017.68017578125,"At Risk (High Value)"
C3311,"Customer C3311",675,1,5205.759765625,"At Risk (High Value)"
C8299,"Customer C8299",550,2,5678.0601806640625,"At Risk (High Value)"
C5708,"Customer C5708",867,1,2470.949951171875,"At Risk (High Value)"
C5981,"Customer C5981",766,1,2144.639892578125,"At Risk (High Value)"
C3313,"Customer C3313",39,1,2033.9599609375,Potential/Standard
C9021,"Customer C9021",136,1,713.7899780273438,Potential/Standard
C7242,"Customer C7242",425,1,50.189998626708984,Churned/Lost
C3440,"Customer C3440",46,1,3097.64990234375,Potential/Standard
C6498,"Customer C6498",346,1,120.63999938964844,Potential/Standard
C2873,"Customer C2873",90,1,1174.739990234375,Potential/Standard
C5968,"Customer C5968",360,1,2817.35009765625,"At Risk (High Value)"
C3723,"Customer C3723",629,1,2114.47998046875,"At Risk (High Value)"
C3647,"Customer C3647",216,1,3163.679931640625,"At Risk (High Value)"
C5102,"Customer C5102",845,1,287.20001220703125,Churned/Lost
C9225,"Customer C9225",459,1,1269.8399658203125,Churned/Lost
C9517,"Customer C9517",654,1,3925.739990234375,"At Risk (High Value)"
C1078,"Customer C1078",596,1,1133.050048828125,Churned/Lost
C2029,"Customer C2029",911,1,1680.8499755859375,Churned/Lost
C6985,"Customer C6985",332,1,264.9800109863281,Potential/Standard
C7782,"Customer C7782",722,1,1329.4200439453125,Churned/Lost
C6215,"Customer C6215",371,1,1242.3299560546875,Churned/Lost
C6373,"Customer C6373",562,1,660,Churned/Lost
C6526,"Customer C6526",249,1,210.0500030517578,Potential/Standard
C7287,"Customer C7287",138,1,346.5199890136719,Potential/Standard
C6228,"Customer C6228",520,1,75.19999694824219,Churned/Lost
C3497,"Customer C3497",577,1,745,Churned/Lost
C6164,"Customer C6164",219,1,3588.39990234375,"At Risk (High Value)"
C4588,"Customer C4588",3,1,621.280029296875,Potential/Standard
C1232,"Customer C1232",477,1,102.9000015258789,Churned/Lost
C3714,"Customer C3714",408,1,556.4000244140625,Churned/Lost
C3236,"Customer C3236",46,1,51.540000915527344,Potential/Standard
C2411,"Customer C2411",590,1,929.0999755859375,Churned/Lost
C8622,"Customer C8622",52,2,1621.0499877929688,Potential/Standard
C6020,"Customer C6020",195,1,530.6799926757812,Potential/Standard
C5481,"Customer C5481",911,1,3028.919921875,"At Risk (High Value)"
C4136,"Customer C4136",272,1,698.52001953125,Potential/Standard
C8065,"Customer C8065",204,1,3019.52001953125,"At Risk (High Value)"
C6729,"Customer C6729",583,1,310.8299865722656,Churned/Lost
C4225,"Customer C4225",467,1,1008.260009765625,Churned/Lost
C8230,"Customer C8230",601,1,3447.60009765625,"At Risk (High Value)"
C2687,"Customer C2687",136,1,403.3999938964844,Potential/Standard
C5595,"Customer C5595",863,1,990.8099975585938,Churned/Lost
C6203,"Customer C6203",130,2,4133.5999755859375,Potential/Standard
C8789,"Customer C8789",593,2,2075.1800537109375,"At Risk (High Value)"
C1927,"Customer C1927",757,1,2173.550048828125,"At Risk (High Value)"
C4332,"Customer C4332",493,2,2200.479949951172,"At Risk (High Value)"
C3979,"Customer C3979",496,2,8386.72998046875,"At Risk (High Value)"
C7557,"Customer C7557",163,2,3731.6099853515625,Potential/Standard
C5240,"Customer C5240",685,1,2987.199951171875,"At Risk (High Value)"
C8884,"Customer C8884",416,1,458.5199890136719,Churned/Lost
C5572,"Customer C5572",250,1,1911.5999755859375,Potential/Standard
C6341,"Customer C6341",503,1,1772.0400390625,Churned/Lost
C5568,"Customer C5568",867,1,1400.719970703125,Churned/Lost
C1216,"Customer C1216",737,1,580.22998046875,Churned/Lost
C3137,"Customer C3137",504,1,4842.16015625,"At Risk (High Value)"
C8372,"Customer C8372",304,1,2419.080078125,"At Risk (High Value)"
C4042,"Customer C4042",432,1,3650.56005859375,"At Risk (High Value)"
C3920,"Customer C3920",482,1,1515.239990234375,Churned/Lost
C2573,"Customer C2573",259,1,644.4199829101562,Potential/Standard
C8303,"Customer C8303",12,1,586.5599975585938,Potential/Standard
C3636,"Customer C3636",767,1,614.8800048828125,Churned/Lost
C2802,"Customer C2802",690,1,817.239990234375,Churned/Lost
C8923,"Customer C8923",805,1,2263.080078125,"At Risk (High Value)"
C1003,"Customer C1003",903,1,2849.52001953125,"At Risk (High Value)"
C1946,"Customer C1946",0,1,423.8399963378906,Potential/Standard
C7163,"Customer C7163",566,1,3695.64990234375,"At Risk (High Value)"
C3257,"Customer C3257",670,2,1947.0900268554688,Churned/Lost
C3519,"Customer C3519",611,1,2003.760009765625,"At Risk (High Value)"
C6676,"Customer C6676",272,1,110.05000305175781,Potential/Standard
C4998,"Customer C4998",510,1,1182.93994140625,Churned/Lost
C7027,"Customer C7027",1,2,936.4800415039062,Potential/Standard
C2203,"Customer C2203",188,1,3858.840087890625,"At Risk (High Value)"
C8328,"Customer C8328",200,1,2742.669921875,"At Risk (High Value)"
C3976,"Customer C3976",53,2,1279.3899536132812,Potential/Standard
C7680,"Customer C7680",684,1,4613.77001953125,"At Risk (High Value)"
C8829,"Customer C8829",600,1,539.2999877929688,Churned/Lost
C3251,"Customer C3251",441,1,1130.1500244140625,Churned/Lost
C9750,"Customer C9750",338,1,2039.199951171875,"At Risk (High Value)"
C9428,"Customer C9428",96,2,4196.260009765625,Potential/Standard
C7405,"Customer C7405",400,1,3178.300048828125,"At Risk (High Value)"
C3458,"Customer C3458",613,1,1819.9200439453125,Churned/Lost
C8746,"Customer C8746",473,1,3629.5,"At Risk (High Value)"
C6607,"Customer C6607",691,2,3672.56005859375,"At Risk (High Value)"
C5320,"Customer C5320",778,1,746.8099975585938,Churned/Lost
C3845,"Customer C3845",140,2,1917.3799743652344,Potential/Standard
C4839,"Customer C4839",161,1,5238.10009765625,Potential/Standard
C6350,"Customer C6350",478,1,1923.280029296875,Churned/Lost
C3527,"Customer C3527",772,1,89.83999633789062,Churned/Lost
C5506,"Customer C5506",585,1,252.0800018310547,Churned/Lost
C4024,"Customer C4024",214,1,178.0800018310547,Potential/Standard
C9717,"Customer C9717",233,1,1351.52001953125,Potential/Standard
C7816,"Customer C7816",114,1,128.55999755859375,Potential/Standard
C6871,"Customer C6871",409,2,3784.360107421875,"At Risk (High Value)"
C1180,"Customer C1180",484,1,1371.780029296875,Churned/Lost
C9079,"Customer C9079",576,1,4532.56005859375,"At Risk (High Value)"
C5178,"Customer C5178",443,1,2874.360107421875,"At Risk (High Value)"
C8449,"Customer C8449",402,1,385.8999938964844,Churned/Lost
C4161,"Customer C4161",324,1,3895.360107421875,"At Risk (High Value)"
C8260,"Customer C8260",885,1,755.4199829101562,Churned/Lost
C5877,"Customer C5877",491,1,588.280029296875,Churned/Lost
C5935,"Customer C5935",352,1,3173.8798828125,"At Risk (High Value)"
C1822,"Customer C1822",614,1,1796.6800537109375,Churned/Lost
C1338,"Customer C1338",466,1,562.1599731445312,Churned/Lost
C7009,"Customer C7009",378,1,4286.8701171875,"At Risk (High Value)"
C8077,"Customer C8077",269,1,2795.199951171875,"At Risk (High Value)"
C3641,"Customer C3641",483,1,113.77999877929688,Churned/Lost
C5544,"Customer C5544",842,1,256.9200134277344,Churned/Lost
C9446,"Customer C9446",780,1,707.1599731445312,Churned/Lost
C3722,"Customer C3722",631,1,314.94000244140625,Churned/Lost
C1319,"Customer C1319",82,1,637.3200073242188,Potential/Standard
C5922,"Customer C5922",833,1,3485.719970703125,"At Risk (High Value)"
C6723,"Customer C6723",241,2,3357.2098999023438,"At Risk (High Value)"
C7409,"Customer C7409",499,1,5401.43994140625,"At Risk (High Value)"
C5331,"Customer C5331",360,1,2091.56005859375,"At Risk (High Value)"
C1483,"Customer C1483",59,1,425.2200012207031,Potential/Standard
C1248,"Customer C1248",676,1,1915.1500244140625,Churned/Lost
C3477,"Customer C3477",225,3,5825.289978027344,"At Risk (High Value)"
C9443,"Customer C9443",760,1,114.83999633789062,Churned/Lost
C4274,"Customer C4274",237,1,2995.1201171875,"At Risk (High Value)"
C4699,"Customer C4699",804,1,3459.260009765625,"At Risk (High Value)"
C4034,"Customer C4034",599,1,3121.47998046875,"At Risk (High Value)"
C3926,"Customer C3926",482,1,4600.7998046875,"At Risk (High Value)"
C4445,"Customer C4445",195,1,2287.35009765625,"At Risk (High Value)"
C1588,"Customer C1588",4,1,1493.5799560546875,Potential/Standard
C3970,"Customer C3970",175,1,1218.2099609375,Potential/Standard
C8554,"Customer C8554",556,1,3150.909912109375,"At Risk (High Value)"
C3081,"Customer C3081",106,1,759.510009765625,Potential/Standard
C6559,"Customer C6559",12,1,52.439998626708984,Potential/Standard
C4367,"Customer C4367",445,3,5633.099853515625,"At Risk (High Value)"
C6028,"Customer C6028",523,2,1556.4300537109375,Churned/Lost
C2063,"Customer C2063",318,2,1306.6199951171875,Potential/Standard
C3076,"Customer C3076",541,1,3857.5,"At Risk (High Value)"
C8618,"Customer C8618",780,1,2568.9599609375,"At Risk (High Value)"
C3381,"Customer C3381",138,1,1472.4000244140625,Potential/Standard
C2881,"Customer C2881",45,1,795.9199829101562,Potential/Standard
C4730,"Customer C4730",638,1,5411.419921875,"At Risk (High Value)"
C4685,"Customer C4685",410,1,4214.080078125,"At Risk (High Value)"
C9159,"Customer C9159",797,1,591.239990234375,Churned/Lost
C1854,"Customer C1854",145,2,5710.459899902344,Potential/Standard
C1366,"Customer C1366",639,1,1443.780029296875,Churned/Lost
C6636,"Customer C6636",283,1,2836.159912109375,"At Risk (High Value)"
C7330,"Customer C7330",597,1,776.7899780273438,Churned/Lost
C7613,"Customer C7613",513,1,1905.510009765625,Churned/Lost
C2719,"Customer C2719",605,1,2319.330078125,"At Risk (High Value)"
C3888,"Customer C3888",596,1,3177.280029296875,"At Risk (High Value)"
C5790,"Customer C5790",170,1,2829.39990234375,Potential/Standard
C6826,"Customer C6826",2,1,1879.6500244140625,Potential/Standard
C7531,"Customer C7531",259,1,5210.72021484375,"At Risk (High Value)"
C8257,"Customer C8257",129,2,737.3500366210938,Potential/Standard
C4000,"Customer C4000",254,1,1668.4200439453125,Potential/Standard
C1757,"Customer C1757",179,1,2709.280029296875,Potential/Standard
C9093,"Customer C9093",25,1,2846.679931640625,Potential/Standard
C4917,"Customer C4917",389,1,347.0799865722656,Churned/Lost
C2967,"Customer C2967",853,1,1180.800048828125,Churned/Lost
C8428,"Customer C8428",298,1,1950.800048828125,Potential/Standard
C9984,"Customer C9984",634,1,782.0800170898438,Churned/Lost
C8940,"Customer C8940",181,1,1192.72998046875,Potential/Standard
C2090,"Customer C2090",464,1,705.2999877929688,Churned/Lost
C1187,"Customer C1187",909,1,592.9199829101562,Churned/Lost
C6011,"Customer C6011",349,1,702.52001953125,Potential/Standard
C1215,"Customer C1215",724,1,977.52001953125,Churned/Lost
C4992,"Customer C4992",192,2,4009.109892845154,"At Risk (High Value)"
C6835,"Customer C6835",880,1,56.84000015258789,Churned/Lost
C4686,"Customer C4686",681,1,3106.9599609375,"At Risk (High Value)"
C9570,"Customer C9570",548,1,3117.1201171875,"At Risk (High Value)"
C5000,"Customer C5000",350,1,3812.89990234375,"At Risk (High Value)"
C1179,"Customer C1179",123,1,2584.469970703125,Potential/Standard
C7631,"Customer C7631",99,2,3350.780029296875,Potential/Standard
C1909,"Customer C1909",603,2,1855.3700561523438,Churned/Lost
C9857,"Customer C9857",39,1,559.4000244140625,Potential/Standard
C5591,"Customer C5591",658,1,4923.759765625,"At Risk (High Value)"
C1023,"Customer C1023",425,1,1194.239990234375,Churned/Lost
C7655,"Customer C7655",862,1,2420.389892578125,"At Risk (High Value)"
C8711,"Customer C8711",256,1,1749.75,Potential/Standard
C5032,"Customer C5032",99,3,3467.199951171875,Potential/Standard
C1091,"Customer C1091",189,1,3000.840087890625,"At Risk (High Value)"
C9749,"Customer C9749",321,1,740.4199829101562,Potential/Standard
C4348,"Customer C4348",379,1,4904.68994140625,"At Risk (High Value)"
C3161,"Customer C3161",222,1,1734.6600341796875,Potential/Standard
C3059,"Customer C3059",274,1,678.219970703125,Potential/Standard
C3402,"Customer C3402",175,1,1442.3499755859375,Potential/Standard
C6737,"Customer C6737",119,1,264.4100036621094,Potential/Standard
C7118,"Customer C7118",767,1,191.82000732421875,Churned/Lost
C7167,"Customer C7167",685,1,2031.5400390625,"At Risk (High Value)"
C9098,"Customer C9098",41,1,4662.35009765625,Potential/Standard
C5311,"Customer C5311",165,2,6852.359893798828,Potential/Standard
C8605,"Customer C8605",500,1,2022.9599609375,"At Risk (High Value)"
C2161,"Customer C2161",330,1,2015.6500244140625,"At Risk (High Value)"
C7444,"Customer C7444",190,1,571.02001953125,Potential/Standard
C6953,"Customer C6953",852,1,90.4800033569336,Churned/Lost
C1683,"Customer C1683",617,1,626.97998046875,Churned/Lost
C7925,"Customer C7925",218,1,89.16999816894531,Potential/Standard
C7628,"Customer C7628",80,1,5543.3701171875,Potential/Standard
C7382,"Customer C7382",856,1,2449.8798828125,"At Risk (High Value)"
C4501,"Customer C4501",577,1,836.1900024414062,Churned/Lost
C1657,"Customer C1657",624,1,3069.199951171875,"At Risk (High Value)"
C4226,"Customer C4226",553,1,1889.4000244140625,Churned/Lost
C5999,"Customer C5999",437,1,438.6499938964844,Churned/Lost
C1157,"Customer C1157",39,1,3478.199951171875,Potential/Standard
C3472,"Customer C3472",51,1,5140.72021484375,Potential/Standard
C3201,"Customer C3201",97,1,1121.5400390625,Potential/Standard
C4475,"Customer C4475",20,1,45.29999923706055,Potential/Standard
C3988,"Customer C3988",228,1,1536.1800537109375,Potential/Standard
C9194,"Customer C9194",592,1,2585.280029296875,"At Risk (High Value)"
C7496,"Customer C7496",81,1,1331.219970703125,Potential/Standard
C1230,"Customer C1230",372,1,2279.60009765625,"At Risk (High Value)"
C3160,"Customer C3160",307,1,4865.14013671875,"At Risk (High Value)"
C2626,"Customer C2626",469,1,673.280029296875,Churned/Lost
C1080,"Customer C1080",414,1,1133.550048828125,Churned/Lost
C9913,"Customer C9913",305,1,4243.18994140625,"At Risk (High Value)"
C9608,"Customer C9608",151,1,2164.25,Potential/Standard
C5413,"Customer C5413",563,1,614.7899780273438,Churned/Lost
C6520,"Customer C6520",604,1,3293.280029296875,"At Risk (High Value)"
C9150,"Customer C9150",103,1,4504.240234375,Potential/Standard
C9593,"Customer C9593",47,2,7700.81982421875,Potential/Standard
C4651,"Customer C4651",503,1,430.5799865722656,Churned/Lost
C9254,"Customer C9254",547,1,4051.43994140625,"At Risk (High Value)"
C9453,"Customer C9453",790,1,3887.72998046875,"At Risk (High Value)"
C7152,"Customer C7152",587,1,139.8300018310547,Churned/Lost
C3826,"Customer C3826",250,1,427,Potential/Standard
C5324,"Customer C5324",475,1,5076.47998046875,"At Risk (High Value)"
C4737,"Customer C4737",194,1,6144.72021484375,"At Risk (High Value)"
C1146,"Customer C1146",835,1,2369.360107421875,"At Risk (High Value)"
C8871,"Customer C8871",288,1,769.5,Potential/Standard
C3684,"Customer C3684",827,1,483.8399963378906,Churned/Lost
C1161,"Customer C1161",827,1,385.55999755859375,Churned/Lost
C5846,"Customer C5846",741,1,420.7799987792969,Churned/Lost
C3460,"Customer C3460",0,2,9060.659912109375,Potential/Standard
C7931,"Customer C7931",824,1,2311.469970703125,"At Risk (High Value)"
C5980,"Customer C5980",317,1,697.5599975585938,Potential/Standard
C6022,"Customer C6022",506,1,2258.199951171875,"At Risk (High Value)"
C3817,"Customer C3817",538,1,976.1400146484375,Churned/Lost
C8639,"Customer C8639",574,1,1319.6400146484375,Churned/Lost
C5623,"Customer C5623",204,3,4122.590118408203,"At Risk (High Value)"
C5978,"Customer C5978",711,1,1994.02001953125,Churned/Lost
C2279,"Customer C2279",523,1,867.1799926757812,Churned/Lost
C4160,"Customer C4160",122,1,79.9000015258789,Potential/Standard
C1045,"Customer C1045",322,1,1104.8800048828125,Potential/Standard
C7551,"Customer C7551",76,1,522.0800170898438,Potential/Standard
C8730,"Customer C8730",341,1,2108.47998046875,"At Risk (High Value)"
C5902,"Customer C5902",312,2,6438.239990234375,"At Risk (High Value)"
C5027,"Customer C5027",456,1,1153.02001953125,Churned/Lost
C8912,"Customer C8912",478,1,3920.419921875,"At Risk (High Value)"
C3897,"Customer C3897",767,1,1050.0799560546875,Churned/Lost
C9345,"Customer C9345",518,1,231.0800018310547,Churned/Lost
C2932,"Customer C2932",708,1,596.5599975585938,Churned/Lost
C1555,"Customer C1555",289,1,3480.06005859375,"At Risk (High Value)"
C2483,"Customer C2483",362,1,1486.530029296875,Potential/Standard
C6318,"Customer C6318",206,1,2160.300048828125,"At Risk (High Value)"
C7603,"Customer C7603",206,1,1383.75,Potential/Standard
C4865,"Customer C4865",494,1,4635.81982421875,"At Risk (High Value)"
